name,KO/TKO,Submission,Unanimous Decision,Majority Decision,Split Decision,No Contest,Losses,StrikeBonus,5roundBonus
Mats Nilsson,0,0,0,0,0,0,50,0,0
Rodrigo Damm,0,90,80,0,70,0,100,10,0
Mike Rhodes,0,0,0,0,0,0,75,0,0
Tom Niinimaki,0,0,0,0,70,0,75,4,0
Jamie Varner,100,90,0,0,70,0,150,83,0
Garett Whiteley,0,0,0,0,0,0,75,0,0
Dustin Kimura,0,180,0,0,0,0,75,0,0
Joe Ellenberger,0,0,0,0,70,0,25,0,0
Brendan Schaub,300,90,160,0,0,0,125,97,0
Matt Hobar,0,0,80,0,0,0,50,25,0
Isaac Vallie-Flagg,0,0,0,0,70,0,75,30,0
Yves Edwards,500,180,160,0,70,0,250,171,0
Chris Heatherly,0,0,0,0,0,0,50,0,0
Juan Manuel Puig,0,0,0,0,0,0,50,4,0
Humberto Brown Morrison,0,0,0,0,0,0,25,0,0
Charlie Brenneman,0,0,320,0,0,0,175,58,0
Rodolfo Rubio Perez,0,0,0,0,0,0,25,2,0
Wagner Silva,0,0,0,0,0,0,50,0,0
Tim Gorman,0,0,0,0,0,0,50,0,0
Guto Inocente,0,0,0,0,0,0,50,0,0
Vagner Rocha,0,90,0,0,0,0,75,3,0
Jumabieke Tuerxun,0,0,0,0,0,0,75,1,0
Luke Zachrich,0,0,80,0,0,0,50,17,0
Fabricio Camoes,0,90,0,0,0,0,100,5,0
Bruno Santos,0,0,0,0,70,0,50,0,0
Anthony Njokuani,100,0,160,0,0,0,125,172,0
Tor Troeng,0,90,0,0,0,0,75,4,0
Ernest Chavez,0,0,0,0,70,0,50,2,0
Amir Sadollah,100,90,240,0,70,0,125,228,0
Takenori Sato,0,0,0,0,0,0,50,0,0
Kazuki Tokudome,0,0,80,0,0,0,75,0,0
Dashon Johnson,0,0,0,0,0,0,50,0,0
Johnny Bedford,200,0,0,0,0,0,75,117,0
Paulo Thiago,100,90,240,0,0,0,200,54,0
Francis Carmont,0,180,240,0,70,0,75,86,0
Cung Le,100,0,80,0,0,0,50,4,50
Jianping Yang,0,0,0,0,0,0,25,0,0
Sai Wang,0,0,80,0,0,0,25,27,0
Danny Mitchell,0,0,0,0,0,0,50,6,0
Roland Delorme,0,180,80,0,0,0,75,4,0
Anying Wang,0,0,0,0,0,0,25,8,0
Jack May,0,0,0,0,0,0,50,0,0
Kyle Kingsbury,100,0,160,0,70,0,125,25,0
Hernani Perpetuo,0,0,0,0,0,0,50,0,0
Steven Siler,100,90,240,0,0,0,100,74,0
Phil Harris,0,0,80,0,0,0,75,3,0
Mike King,0,0,0,0,0,0,25,27,0
Cody Donovan,100,0,0,0,0,0,75,24,0
Pat Healy,0,0,0,0,0,0,125,12,0
Tina Lahdemaki,0,0,0,0,0,0,25,0,0
Daniel Spohn,0,0,0,0,0,0,25,13,0
Guilherme Vasconcelos,0,0,0,0,0,0,25,0,0
Colton Smith,0,0,80,0,0,0,75,6,0
Chris Indich,0,0,0,0,0,0,50,0,0
Mike Easton,100,0,80,75,0,0,100,40,0
Jason High,0,90,80,0,0,0,75,1,0
Lance Benoist,0,0,160,0,0,0,50,59,0
Bobby Voelker,0,0,0,0,0,0,100,11,0
Chris Holdsworth,0,90,80,0,0,0,0,1,0
Ben Wall,0,0,0,0,0,0,50,0,0
Anthony Lapsley,0,0,0,0,0,0,50,3,0
Estevan Payan,0,0,0,0,0,0,75,0,0
Mark Bocek,0,360,240,0,70,0,125,138,0
Thiago Perpetuo,100,0,0,0,0,0,50,39,0
Ronny Markes,0,0,160,0,70,0,50,39,0
Jake Shields,0,0,80,0,210,0,75,91,50
Robert McDaniel,0,90,0,0,0,0,50,21,0
Will Campuzano,0,0,0,0,0,0,100,0,0
Renee Forte,0,0,80,0,0,0,75,44,0
Melvin Guillard,700,0,160,0,140,0,225,214,0
Cyrille Diabate,100,90,80,75,0,0,100,182,0
John Hathaway,100,0,400,0,70,0,50,226,25
Ivan Menjivar,100,180,80,0,0,0,125,35,0
Nam Phan,0,0,80,0,70,0,150,112,0
Albert Cheng,0,0,0,0,0,0,25,0,0
TJ Waldburger,0,270,80,0,0,0,100,32,0
Rafaello Oliveira,0,0,160,0,0,0,150,22,0
Cristiano Marcello,0,0,0,0,70,0,75,6,0
Nick Catone,0,90,80,0,140,0,100,37,0
Mike Rio,0,90,0,0,0,0,75,0,0
Ramiro Hernandez,0,0,0,0,0,0,50,0,0
Brian Houston,0,0,0,0,0,0,50,0,0
Will Chope,0,0,0,0,0,0,25,0,0
Quinn Mulhern,0,0,0,0,0,0,50,0,0
Shunichi Shimizu,0,0,0,0,0,0,25,0,0
Dave Galera,0,0,0,0,0,0,25,17,0
Chris Leben,700,180,160,0,70,0,250,145,25
Mac Danzig,100,180,160,0,0,0,200,95,0
Cody McKenzie,0,180,80,0,0,0,100,15,0
Darren Uyenoyama,0,90,80,0,0,0,50,6,0
Roger Bowling,0,0,0,0,0,0,50,1,0
Pat Barry,400,0,80,0,0,0,175,18,0
Nick Ring,0,90,160,0,0,0,75,63,0
Julie Kedzie,0,0,0,0,0,0,50,0,0
Peggy Morgan,0,0,0,0,0,0,25,0,0
Chael Sonnen,0,180,400,0,0,0,175,253,100
Edwin Figueroa,100,0,0,0,70,0,100,42,0
Jose Maria,0,0,0,0,0,0,50,0,0
Alessio Sakara,400,0,80,0,70,0,200,100,0
Rosi Sexton,0,0,0,0,0,0,50,0,0
Michael Kuiper,100,0,0,0,0,0,75,7,0
Adlan Amagov,100,0,80,0,0,0,0,44,0
George Sotiropoulos,100,360,160,0,0,0,100,63,25
Jeremy Larsen,0,0,0,0,0,0,75,16,0
Dustin Pague,0,90,0,0,0,0,125,0,0
Thiago Silva,600,0,80,0,0,0,75,99,0
Joey Beltran,200,0,80,0,0,0,150,68,0
Matt Hamill,500,0,240,75,0,0,125,163,0
Rousimar Palhares,0,540,160,0,0,0,100,40,0
Iliarde Santos,0,0,0,0,0,0,75,0,0
David Mitchell,0,0,80,0,0,0,100,15,0
Mike Ricci,0,0,80,0,0,0,50,13,0
Nandor Guelmino,0,0,0,0,0,0,25,7,0
Marcos Vinicius,100,0,0,0,0,0,50,11,0
Keith Wisniewski,0,0,0,0,0,0,100,0,0
Joao Zeferino,0,0,0,0,0,0,50,0,0
Yuri Villefort,0,0,0,0,0,0,50,0,0
Brandon Vera,400,90,240,0,0,0,175,102,25
Pascal Krauss,0,0,160,0,0,0,50,117,0
Martin Kampmann,200,450,160,0,140,0,150,148,50
Jared Hamman,100,0,80,0,0,0,125,74,0
Ryan Couture,0,0,0,0,0,0,50,1,0
Brian Melancon,100,0,0,0,0,0,25,11,0
Papy Abedi,0,0,0,0,70,0,75,10,0
James Head,0,90,0,0,70,0,75,16,0
Ben Alloway,100,0,0,0,0,0,50,13,0
Mike Brown,0,0,160,0,0,0,100,42,0
Vinny Magalhaes,0,90,0,0,0,0,100,7,0
Sheila Gaff,0,0,0,0,0,0,50,0,0
Josh Clopton,0,0,0,0,0,0,50,0,0
Ednaldo Oliveira,0,0,0,0,0,0,50,0,0
Bristol Marunde,0,0,0,0,0,0,50,0,0
Aaron Riley,0,0,240,0,0,0,150,59,0
John Albert,100,0,0,0,0,0,100,24,0
Roger Gracie,0,0,0,0,0,0,25,0,0
Dave Herman,100,0,0,0,0,0,100,26,0
Sean Pierson,0,0,240,75,0,0,50,81,0
John Maguire,0,90,80,0,0,0,75,0,0
Eddie Mendez,0,0,0,0,0,0,25,0,0
Karlos Vemola,100,90,0,0,0,0,100,29,0
TJ Grant,300,90,240,0,70,0,75,144,0
Brian Bowles,0,90,80,0,0,0,50,17,0
Nah-Shon Burrell,0,0,80,0,0,0,25,73,0
John Cholish,100,0,0,0,0,0,50,38,0
Roger Hollett,0,0,0,0,0,0,50,0,0
Azamat Gashimov,0,0,0,0,0,0,50,0,0
Cheick Kongo,600,0,240,75,0,0,150,331,0
Alan Belcher,400,270,0,0,70,0,150,112,0
Leonard Garcia,0,90,0,0,70,0,175,0,0
Clifford Starks,0,0,80,0,0,0,50,8,0
Gilbert Smith,0,0,0,0,0,0,25,0,0
Collin Hart,0,0,0,0,0,0,25,0,0
Jimmy Quinlan,0,0,0,0,0,0,25,0,0
Bart Palaszewski,100,0,0,0,0,0,75,24,0
Justin Lawrence,100,0,0,0,0,0,50,21,0
Philip De Fries,0,90,80,0,0,0,75,17,0
Pablo Garza,100,90,80,0,0,0,75,56,0
Chris Spang,0,0,0,0,0,0,25,0,0
Adam Cella,0,0,0,0,0,0,25,0,0
Besam Yousef,0,0,0,0,0,0,50,0,0
Colin Fletcher,0,0,0,0,0,0,50,14,0
Antonio Carvalho,100,0,0,0,70,0,50,3,0
Issei Tamura,100,0,0,0,0,0,50,9,0
Reuben Duran,0,90,0,0,0,0,75,44,0
Wanderlei Silva,400,0,80,0,0,0,175,52,75
Brian Stann,300,90,160,0,0,0,125,140,25
Riki Fukuda,0,0,160,0,0,0,75,120,0
Josh Neer,0,270,160,0,0,0,225,146,0
Lavar Johnson,200,0,0,0,0,0,50,89,0
Matt Grice,0,0,80,0,70,0,125,134,0
Anton Kuivanen,0,0,0,0,70,0,50,36,0
Caros Fodor,0,0,0,0,0,0,25,1,0
Brock Jardine,0,0,0,0,0,0,50,0,0
Jon Manley,0,0,0,0,0,0,25,0,0
Terry Etim,100,360,80,0,0,0,125,55,0
Jorge Santiago,100,0,0,0,0,0,125,10,0
Josh Grispi,0,0,0,0,0,0,100,3,0
Paul Sass,0,270,0,0,0,0,50,3,0
Motonobu Tezuka,0,0,0,0,0,0,50,0,0
Ulysses Gomez,0,0,0,0,0,0,50,2,0
Jon Fitch,100,270,720,0,70,0,75,326,25
Jay Hieron,0,0,0,0,0,0,100,7,0
Jacob Volkmann,0,90,240,0,140,0,100,31,0
Mike Stumpf,0,0,0,0,0,0,50,0,0
Vladimir Matyushenko,300,0,240,0,70,0,125,108,25
Mike Russow,100,0,160,0,0,0,50,10,0
Simeon Thoresen,0,90,0,0,0,0,50,11,0
Milton Vieira,0,0,0,0,0,0,25,0,0
Wagner Prado,0,0,0,0,0,0,50,4,0
CJ Keith,0,0,0,0,0,0,50,0,0
Diego Nunes,0,0,160,0,70,0,75,47,0
Byron Bloodworth,0,0,0,0,0,0,50,0,0
Shane del Rosario,0,0,0,0,0,0,50,3,0
Jonathan Brookins,100,0,80,0,0,0,75,13,0
John Cofer,0,0,0,0,0,0,50,1,0
Jared Papazian,0,0,0,0,0,0,75,1,0
Manuel Rodriguez,0,0,0,0,0,0,25,0,0
Brendan Loughnane,0,0,0,0,0,0,25,21,0
Nick Penner,0,0,0,0,0,0,50,0,0
Henry Martinez,0,0,0,0,70,0,50,0,0
Marcus LeVesseur,0,0,0,0,70,0,50,17,0
Mark Hominick,100,90,80,0,0,0,100,35,25
Chad Griggs,0,0,0,0,0,0,50,0,0
Matthew Riddle,100,0,320,0,70,0,75,168,0
Rich Franklin,800,90,320,0,0,0,150,501,175
Zhang Tiequan,0,90,0,0,0,0,75,6,0
Jeff Hougland,0,0,80,0,0,0,50,30,0
Yasuhiro Urushitani,0,0,0,0,0,0,50,0,0
Tom DeBlass,0,0,0,0,0,0,50,0,0
Stephan Bonnar,200,180,320,0,0,0,175,97,0
Joey Gambino,0,0,0,0,0,0,50,6,0
Luiz Cane,300,0,80,0,0,0,125,69,0
Aaron Simpson,200,0,320,0,70,0,100,190,0
Shane Roller,100,0,80,0,0,0,100,4,0
Carlo Prater,0,0,0,0,0,0,50,0,0
Dan Hardy,200,0,160,0,140,0,100,35,25
Che Mills,200,0,0,0,0,0,25,16,0
Duane Ludwig,100,0,160,0,70,0,125,102,0
DaMarques Johnson,200,180,0,0,0,0,150,10,0
Jason Young,0,0,80,0,0,0,75,15,0
Walel Watson,100,0,0,0,0,0,75,23,0
Buddy Roberts,0,0,80,0,0,0,25,13,0
Tommy Hayden,0,0,0,0,0,0,50,1,0
Ken Stone,0,90,0,0,70,0,50,31,0
Eiji Mitsuoka,0,0,0,0,0,0,50,0,0
Oli Thompson,0,0,0,0,0,0,50,0,0
Michihiro Omigawa,0,0,80,0,0,0,150,0,0
Damacio Page,0,0,0,0,0,0,75,0,0
Josh Ferguson,0,0,0,0,0,0,50,0,0
Dan Stittgen,0,0,0,0,0,0,50,0,0
Forrest Griffin,100,180,480,0,70,0,125,346,50
Tito Ortiz,700,180,240,0,140,0,275,324,225
John Alessio,0,0,0,0,0,0,125,12,0
Yoislandy Izquierdo,0,0,0,0,0,0,50,35,0
Anistavio Medeiros,0,0,0,0,0,0,25,0,0
John Teixeira,0,0,0,0,0,0,25,0,0
Delson Heleno,0,0,0,0,0,0,25,0,0
Wagner Campos,0,0,0,0,0,0,25,0,0
Spencer Fisher,200,180,320,0,0,0,200,147,0
Luis Ramos,0,0,0,0,0,0,50,0,0
Ricardo Funch,0,0,0,0,0,0,100,15,0
Carlos Eduardo Rocha,0,90,0,0,0,0,50,0,0
Bernardo Magalhaes,0,0,0,0,0,0,50,8,0
Jake Hecht,100,0,0,0,0,0,50,16,0
Chris Saunders,0,0,0,0,0,0,25,0,0
Pat Schilling,0,0,0,0,0,0,50,0,0
Chris Tickle,0,0,0,0,0,0,25,0,0
Jason Miller,0,0,0,0,0,0,75,0,25
Jorge Lopez,0,0,0,0,0,0,50,1,0
Jason MacDonald,200,360,0,0,0,0,200,36,0
Kamal Shalorus,0,0,0,0,0,0,75,0,0
Alex Soto,0,0,0,0,0,0,50,0,0
Jeff Curran,0,0,0,0,0,0,75,0,0
Nick Denis,100,0,0,0,0,0,25,8,0
Mike Massenzio,0,90,80,0,0,0,125,22,0
Eddie Yagin,0,0,0,0,70,0,25,0,0
Miguel Torres,0,0,160,0,0,0,50,96,0
Eric Wisely,0,0,0,0,0,0,50,0,0
Aaron Rosa,0,0,0,75,0,0,50,40,0
Mackens Semerzier,0,90,0,0,0,0,25,7,0
Norifumi Yamamoto,0,0,0,0,0,0,75,7,0
Steve Cantwell,0,90,0,0,0,0,125,2,0
Chris Cope,0,0,80,0,0,0,50,19,0
Jon Olav Einemo,0,0,0,0,0,0,50,10,0
Christian Morecraft,0,90,0,0,0,0,75,39,0
Jorge Rivera,500,0,160,0,70,0,175,185,0
Eric Schafer,100,180,0,0,0,0,150,36,0
Daniel Roberts,0,180,0,0,70,0,100,3,0
Joseph Sandoval,0,0,0,0,0,0,50,0,0
Brock Lesnar,200,90,80,0,0,0,75,113,125
Junior Assuncao,0,90,80,0,0,0,75,70,0
Claude Patrick,0,90,160,0,0,0,25,47,0
Dennis Hallman,100,180,80,0,0,0,125,28,25
Krzysztof Soszynski,100,180,160,0,0,0,75,108,0
Rich Attonito,100,0,160,0,0,0,50,43,0
Stephen Bass,0,0,0,0,0,0,25,0,0
Dustin Neace,0,0,0,0,0,0,25,0,0
Jason Brilz,100,0,160,0,0,0,100,80,0
Nick Pace,0,90,0,0,0,0,50,2,0
Shamar Bailey,0,0,80,0,0,0,50,14,0
Clay Harvison,0,0,0,0,70,0,50,15,0
Cole Escovedo,0,0,0,0,0,0,75,0,0
Matt Lucas,0,0,0,0,0,0,25,0,0
Paul Bradley,0,0,0,0,0,0,50,0,0
Edward Faaloloto,0,0,0,0,0,0,50,0,0
Rob Broughton,0,90,0,0,0,0,50,35,0
Tyson Griffin,100,90,400,0,70,0,150,280,0
Danny Downes,0,0,0,0,0,0,50,0,0
Eliot Marshall,0,90,80,0,70,0,75,19,0
Kenny Florian,200,630,160,0,0,0,125,207,75
Matt Hughes,600,450,400,0,0,0,175,343,300
Ricardo Romero,0,90,0,0,0,0,50,0,0
Donny Walker,0,0,0,0,0,0,50,0,0
Mike Lullo,0,0,0,0,0,0,50,0,0
Ian Loveland,0,0,80,0,0,0,50,23,0
Chris Lytle,100,540,240,0,0,0,250,215,0
TJ O'Brien,0,0,0,0,0,0,50,0,0
Jason Reinhardt,0,0,0,0,0,0,75,0,0
Andre Winner,100,0,80,0,0,0,100,12,0
Curt Warburton,0,0,80,0,0,0,50,0,0
Javier Vazquez,0,0,80,0,0,0,0,35,0
Joe Stevenson,100,270,240,0,0,0,200,69,25
Shane Carwin,400,0,0,0,0,0,50,90,50
Jesse Bongfeldt,0,0,0,0,0,0,25,0,0
Tim Credeur,200,90,0,0,0,0,50,40,0
Chuck O'Neil,0,0,0,0,0,0,25,0,0
Ryan McGillivray,0,0,0,0,0,0,25,0,0
Kendall Grove,200,180,80,0,140,0,150,94,0
Randy Couture,600,360,320,75,0,0,200,454,350
Ryan Jensen,0,180,0,0,0,0,150,25,0
Charlie Valencia,0,0,0,0,0,0,25,0,0
Kyle Watson,0,0,80,0,0,0,25,36,0
Jon Madsen,100,0,160,0,70,0,25,73,0
Kris McCray,0,0,0,0,0,0,75,6,0
Sean McCorkle,0,90,0,0,0,0,50,0,0
Mario Miranda,100,0,0,0,0,0,75,40,0
Waylon Lowe,0,0,80,0,70,0,50,3,0
Ricardo Almeida,0,270,240,0,0,0,125,114,0
Kurt Pellegrino,100,360,160,0,0,0,125,98,0
Rob Kimmons,0,180,80,0,0,0,100,7,0
Todd Brown,0,0,0,0,0,0,50,0,0
Tom Blackledge,0,0,0,0,0,0,25,1,0
Maciej Jewtuszko,0,0,0,0,0,0,25,12,0
Chris Tuchscherer,0,0,0,75,0,0,75,0,0
Antonio Banuelos,0,0,0,0,0,0,25,0,0
Paul Kelly,100,90,240,0,0,0,100,133,0
Paul Taylor,200,0,80,0,70,0,125,123,0
Gabe Ruediger,0,0,0,0,0,0,75,0,0
Tim Hague,0,90,0,0,0,0,100,10,0
Mike Guymon,0,0,80,0,0,0,75,52,0
Willamy Freire,0,0,0,0,0,0,25,8,0
Amilcar Alves,0,0,0,0,0,0,50,0,0
Marcus Davis,300,360,80,0,70,0,150,95,0
Phil Baroni,200,0,80,0,0,0,175,51,0
Greg Soto,0,0,80,0,0,0,50,44,0
Antonio McKee,0,0,0,0,0,0,25,15,0
Dustin Hazelett,0,360,80,0,0,0,125,46,0
Joe Doerksen,0,180,0,0,0,0,175,2,0
Pat Audinwood,0,0,0,0,0,0,50,0,0
Aaron Wilkinson,0,0,0,0,0,0,25,0,0
Tyler Toner,0,0,0,0,0,0,25,0,0
Sako Chivitchian,0,0,0,0,0,0,25,0,0
Fredson Paixao,0,0,0,0,0,0,25,0,0
Maiquel Falcao,0,0,80,0,0,0,0,17,0
Gerald Harris,300,0,0,0,0,0,25,15,0
Brian Foster,200,90,0,0,0,0,50,53,0
Karo Parisyan,100,90,400,0,70,0,100,140,0
Goran Reljic,100,0,0,0,0,0,75,0,0
Nick Osipczak,100,90,0,0,0,0,75,24,0
Mark Scanlon,0,0,0,0,0,0,25,0,0
Alexandre Ferreira,0,0,0,0,0,0,25,0,0
Seth Petruzelli,0,0,0,0,0,0,100,22,0
Gilbert Yvel,0,0,0,0,0,0,75,0,0
James Wilks,0,90,80,0,0,0,50,27,0
Vinicius Queiroz,0,0,0,0,0,0,25,0,0
Mark Holst,0,0,0,0,0,0,50,1,0
Matt Serra,200,90,160,75,70,0,175,64,50
James McSweeney,100,0,0,0,0,0,50,42,0
Sean Sherk,0,90,400,0,70,0,100,112,100
Steve Lopez,0,0,0,0,0,0,50,0,0
Julio Paulino,0,0,0,0,0,0,50,0,0
John Gunderson,0,0,80,0,0,0,50,29,0
Tomasz Drwal,200,90,0,0,0,0,75,49,0
Forrest Petz,0,0,160,0,0,0,125,74,0
James Toney,0,0,0,0,0,0,25,0,0
John Salter,100,0,0,0,0,0,50,0,0
Rodney Wallace,0,0,0,0,0,0,75,0,0
James Irvin,300,0,0,0,0,0,150,8,0
Steve Steinbeiss,0,0,0,0,0,0,50,47,0
Keith Jardine,200,0,160,0,140,0,175,181,0
Jamie Yager,0,0,0,0,0,0,25,5,0
Josh Bryant,0,0,0,0,0,0,25,0,0
James Hammortree,0,0,0,0,0,0,25,0,0
Chuck Liddell,900,0,480,0,0,0,175,281,175
David Loiseau,200,0,0,0,0,0,125,44,25
Jesse Lennox,0,0,0,0,0,0,50,0,0
Dan Lauzon,0,0,0,0,0,0,75,0,0
Joe Brammer,0,0,0,0,0,0,50,0,0
Jesse Forbes,0,0,0,0,0,0,75,0,0
Paul Daley,200,0,0,0,0,0,25,19,0
Jonathan Goulet,100,90,0,75,0,0,125,19,0
Kevin Ferguson,0,0,80,0,0,0,25,0,0
Yoshiyuki Yoshida,0,180,0,0,0,0,75,2,0
Renzo Gracie,0,0,0,0,0,0,25,0,0
Brad Blackburn,100,0,80,0,70,0,50,112,0
Matt Veach,100,0,0,0,0,0,50,0,0
Mostapha Al-Turk,0,0,0,0,0,0,75,0,0
Nate Quarry,500,0,160,0,0,0,75,151,25
Ronys Torres,0,0,0,0,0,0,50,0,0
Rob Emerson,100,0,80,0,70,0,75,39,0
Lucio Linhares,0,0,0,0,0,0,50,2,0
Caol Uno,100,0,160,0,0,0,125,51,25
Rory Markham,100,0,0,0,0,0,50,0,0
Paul Buentello,200,90,0,0,0,0,75,38,25
Shannon Gugerty,0,180,0,0,0,0,75,2,0
Chase Gormley,0,0,0,0,0,0,50,0,0
Mark Coleman,300,270,80,0,0,0,125,116,0
Frank Trigg,200,0,0,0,0,0,125,48,50
Justin Buchholz,0,90,0,0,0,0,100,0,0
Rolles Gracie,0,0,0,0,0,0,25,0,0
Jay Silva,0,0,0,0,0,0,50,0,0
Kyle Bradley,100,0,0,0,0,0,75,4,0
Wilson Gouveia,200,360,0,0,0,0,100,46,0
Shane Nelson,100,0,0,0,70,0,50,1,0
Kevin Burns,100,90,0,0,0,0,75,0,0
Marcus Jones,0,0,0,0,0,0,25,0,0
Houston Alexander,200,0,0,0,0,0,100,45,0
Darrill Schoonover,0,0,0,0,0,0,25,0,0
Justin Wren,0,0,0,0,0,0,25,0,0
Jake Rosholt,0,90,0,0,0,0,50,9,0
Brock Larson,0,180,80,0,0,0,75,22,0
Jason Dent,0,90,0,0,0,0,75,0,0
Denis Kang,0,0,80,0,0,0,50,25,0
Rolando Delgado,0,90,0,0,0,0,50,14,0
Antoni Hardonk,400,0,0,0,0,0,100,64,0
Razak Al-Hassan,0,0,0,0,0,0,50,6,0
Hermes Franca,200,180,160,0,0,0,125,51,25
Drew McFedries,400,0,0,0,0,0,125,34,0
Roger Huerta,300,90,160,0,0,0,50,154,0
Chris Wilson,0,0,80,0,0,0,75,73,0
Justin McCully,0,0,160,0,0,0,50,0,0
Marcus Aurelio,100,90,0,0,0,0,100,20,0
Danillo Villefort,0,0,0,0,0,0,25,6,0
Dan Cramer,0,0,0,0,70,0,25,8,0
Jake O'Brien,100,0,160,0,70,0,75,25,0
Mike Ciesnolevicz,0,90,0,0,0,0,25,0,0
Frank Lester,0,0,0,0,0,0,25,0,0
Cameron Dollar,0,0,0,0,0,0,25,10,0
Dale Hartt,100,0,0,0,0,0,50,0,0
Denis Stojnic,0,0,0,0,0,0,50,12,0
Xavier Foupa-Pokam,0,0,0,0,0,0,50,0,0
Brandon Wolff,0,0,0,0,0,0,50,0,0
David Kaplan,0,0,0,0,0,0,50,0,0
Andre Gusmao,0,0,0,0,0,0,50,0,0
David Bielkheden,0,0,80,0,0,0,50,24,0
Ryo Chonan,0,0,0,0,70,0,75,5,0
Carmelo Marrero,0,0,0,0,70,0,75,0,0
Junie Browning,0,90,0,0,0,0,25,19,0
Matt Horwich,0,0,0,0,0,0,50,0,0
Jesse Sanders,0,0,0,0,0,0,25,0,0
Nissen Osterneck,0,0,0,0,0,0,25,6,0
Joe Vedepo,0,0,0,0,0,0,50,0,0
Tim McKenzie,0,0,0,0,0,0,25,0,0
Ryan Madigan,0,0,0,0,0,0,25,0,0
Pete Sell,0,90,80,0,0,0,125,21,0
Jason Day,100,0,0,0,0,0,50,26,0
Michael Patt,0,0,0,0,0,0,50,0,0
Brian Cobb,0,0,0,0,0,0,25,0,0
Per Eklund,0,90,0,0,0,0,50,8,0
Neil Grove,0,0,0,0,0,0,25,0,0
Troy Mandaloniz,100,0,0,0,0,0,25,10,0
Luigi Fioravanti,200,0,160,0,0,0,125,56,0
Rich Clementi,0,270,80,0,70,0,125,1,0
Derek Downey,0,0,0,0,0,0,25,0,0
Steve Bruno,0,90,0,0,0,0,50,0,0
Akihiro Gono,0,90,0,0,0,0,50,0,0
Matt Arroyo,0,90,0,0,0,0,50,3,0
Christian Wellisch,0,90,80,0,0,0,75,34,0
Jeremy Horn,100,360,80,0,0,0,175,39,25
Tom Egan,0,0,0,0,0,0,25,0,0
Alexandre Barros,0,0,0,0,0,0,25,0,0
Ivan Serati,0,0,0,0,0,0,25,0,0
Antonio Mendes,0,0,0,0,0,0,50,0,0
Nate Mohr,0,0,80,0,0,0,75,44,0
Mike Wessel,0,0,0,0,0,0,25,0,0
Reese Andy,0,0,0,0,0,0,50,0,0
Dean Lister,0,180,160,0,0,0,50,15,0
Dan Evensen,0,0,0,0,0,0,50,0,0
Jules Bruchez,0,0,0,0,0,0,25,0,0
Shane Primm,0,0,0,0,0,0,25,0,0
John Polakowski,0,0,0,0,0,0,25,0,0
Nate Loughran,0,90,0,0,0,0,25,0,0
Brodie Farber,0,0,0,0,0,0,50,12,0
Johnny Rees,0,0,0,0,0,0,50,32,0
Corey Hill,100,0,0,0,0,0,50,39,0
Eddie Sanchez,300,0,0,0,0,0,75,38,0
Josh Hendricks,0,0,0,0,0,0,25,0,0
Alvin Robinson,0,0,80,0,0,0,75,41,0
Jorge Gurgel,0,0,160,0,70,0,100,57,0
Ryan Thomas,0,0,0,0,0,0,50,0,0
Rameau Thierry Sokoudjou,100,0,0,0,0,0,50,20,0
Jess Liaudin,100,90,0,0,0,0,75,25,0
Neil Wain,0,0,0,0,0,0,25,0,0
David Baron,0,0,0,0,0,0,25,0,0
Samy Schiavo,0,0,0,0,0,0,50,0,0
Brad Morris,0,0,0,0,0,0,50,0,0
Jason Lambert,300,90,0,0,0,0,100,96,0
Heath Herring,0,0,80,0,70,0,75,57,0
Luke Cummo,200,0,80,0,0,0,100,56,0
Cale Yarbrough,0,0,0,0,0,0,25,0,0
James Giboo,0,0,0,0,0,0,25,0,0
Evan Tanner,400,360,160,0,0,0,150,215,75
Dante Rivera,0,0,0,0,0,0,25,0,0
Marvin Eastman,0,0,80,0,0,0,100,9,0
Rob Yundt,0,0,0,0,0,0,50,0,0
Ivan Salaverry,100,180,0,0,0,0,100,62,0
Kazuhiro Nakamura,0,0,0,0,0,0,50,0,0
War Machine,100,0,0,0,0,0,25,0,0
Jason Tan,0,0,0,0,0,0,50,0,0
Travis Lutter,100,90,0,0,0,0,100,0,0
Kalib Starnes,0,90,80,0,0,0,75,21,0
Charles McCarthy,0,90,0,0,0,0,50,0,0
Kuniyoshi Hironaka,0,0,80,0,0,0,75,19,0
Ryan Roberts,0,0,0,0,0,0,25,0,0
Din Thomas,0,180,160,0,70,0,100,40,0
Jeff Cox,0,0,0,0,0,0,50,0,0
Tommy Speer,0,0,0,0,0,0,50,0,0
Roman Mitichyan,0,90,0,0,0,0,25,0,0
John Halverson,0,0,0,0,0,0,50,0,0
Tim Sylvia,500,0,320,0,0,0,100,292,225
Terry Martin,200,0,0,0,0,0,100,21,0
David Heath,0,90,0,0,70,0,75,1,0
Alberto Crane,0,0,0,0,0,0,50,0,0
Joe Veres,0,0,0,0,0,0,50,0,0
Colin Robinson,0,0,0,0,0,0,50,0,0
James Lee,0,0,0,0,0,0,25,0,0
Tony DeSouza,0,180,80,0,0,0,75,30,0
Jordan Radev,0,0,0,0,0,0,50,0,0
Doug Evans,0,0,0,0,0,0,50,0,0
Jared Rollins,0,0,0,0,0,0,25,11,0
Billy Miles,0,0,0,0,0,0,25,0,0
Dan Barrera,0,0,0,0,0,0,25,0,0
Richie Hightower,0,0,0,0,0,0,25,0,0
Dorian Price,0,0,0,0,0,0,25,0,0
